smiles,rt,filename,canonical_smiles,mol_idx,mol_id
C1=CC(=C(C=C1C(CN)O)O)O,1.13,0180_rtdata.tsv,NCC(O)c1ccc(O)c(O)c1,1026,M01026
CCCCC(C(=O)O)N,2.19,0180_rtdata.tsv,CCCCC(N)C(=O)O,1077,M01077
CCCC(C(=O)O)N,1.33,0180_rtdata.tsv,CCCC(N)C(=O)O,268,M00268
CC(=O)OCC(C(=O)O)N,1.16,0180_rtdata.tsv,CC(=O)OCC(N)C(=O)O,1497,M01497
C(CCCCCC(=O)O)CCCCCO,8.62,0180_rtdata.tsv,O=C(O)CCCCCCCCCCCO,1498,M01498
C(COP(=O)(O)O)N,0.96,0180_rtdata.tsv,NCCOP(=O)(O)O,1499,M01499
C(C(C(=O)O)N)OP(=O)(O)O,0.98,0180_rtdata.tsv,NC(COP(=O)(O)O)C(=O)O,319,M00319
CCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+],1.58,0180_rtdata.tsv,CCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-],1500,M01500
C1=C(NC(=O)NC1=O)C(=O)[O-],1.31,0180_rtdata.tsv,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,1501,M01501
C(COC(=O)CCC(=O)O)C(C(=O)O)N,1.45,0180_rtdata.tsv,NC(CCOC(=O)CCC(=O)O)C(=O)O,1502,M01502
C(C(C(=O)O)O)(C(=O)C(=O)O)C(=O)O,1.06,0180_rtdata.tsv,O=C(O)C(=O)C(C(=O)O)C(O)C(=O)O,1544,M01544
C(CC(=O)O)C(=O)C(=O)O,1.28,0180_rtdata.tsv,O=C(O)CCC(=O)C(=O)O,86,M00086
C1CC(=O)NC1C(=O)O,1.65,0180_rtdata.tsv,O=C1CCC(C(=O)O)N1,523,M00523
C(C1C(C(C(C(O1)OCC2C(C(C(O2)(CO)O)O)O)O)O)O)O,1.03,0180_rtdata.tsv,OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O,1503,M01503
CC(C)(CO)C(C(=O)NCCC(=O)O)O,3.4,0180_rtdata.tsv,CC(C)(CO)C(O)C(=O)NCCC(=O)O,186,M00186
CN1C=NC2=C1C(=O)N(C(=O)N2)C,2.27,0180_rtdata.tsv,Cn1c(=O)[nH]c2ncn(C)c2c1=O,1029,M01029
C1=CC=C(C=C1)CC(=O)[O-],3.97,0180_rtdata.tsv,O=C([O-])Cc1ccccc1,1545,M01545
C1=CC=C(C=C1)CC(C(=O)O)N,3.13,0180_rtdata.tsv,NC(Cc1ccccc1)C(=O)O,270,M00270
C1=CC=C(C=C1)CC(=O)C(=O)O,4.94,0180_rtdata.tsv,O=C(O)C(=O)Cc1ccccc1,1546,M01546
CN(CC(=O)O)C(=NP(=O)(O)O)N,1.01,0180_rtdata.tsv,CN(CC(=O)O)C(N)=NP(=O)(O)O,1034,M01034
C=C(C(=O)[O-])OP(=O)(O)O,1.03,0180_rtdata.tsv,C=C(OP(=O)(O)O)C(=O)[O-],1035,M01035
C(C(=O)O)P(=O)(O)O,0.99,0180_rtdata.tsv,O=C(O)CP(=O)(O)O,1504,M01504
C[N+](C)(C)CCOP(=O)(O)O,0.98,0180_rtdata.tsv,C[N+](C)(C)CCOP(=O)(O)O,1547,M01547
C1=CC(=CC=C1CC(=O)O)O,4.59,0180_rtdata.tsv,O=C(O)Cc1ccc(O)cc1,1114,M01114
C1CCNC(C1)C(=O)O,1.38,0180_rtdata.tsv,O=C(O)C1CCCCN1,517,M00517
CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C,8.69,0180_rtdata.tsv,CC(=O)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,1505,M01505
C1CC(NC1)C(=O)O,1.06,0180_rtdata.tsv,O=C(O)C1CCCN1,67,M00067
C1=CN=C2C(=N1)C(=O)NC(=N2)N,2.05,0180_rtdata.tsv,Nc1nc2nccnc2c(=O)[nH]1,1506,M01506
C1=C2C(=NC=N1)N=CN2,1.92,0180_rtdata.tsv,c1ncc2[nH]cnc2n1,1507,M01507
CC1=NC=C(C(=C1O)C=O)CO,1.4,0180_rtdata.tsv,Cc1ncc(CO)c(C=O)c1O,341,M00341
CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,1.5,0180_rtdata.tsv,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,342,M00342
CC1=NC=C(C(=C1O)CN)CO,0.96,0180_rtdata.tsv,Cc1ncc(CO)c(CN)c1O,343,M00343
CC1=NC=C(C(=C1O)CO)CO,1.65,0180_rtdata.tsv,Cc1ncc(CO)c(CO)c1O,345,M00345
C1=CC=C(C(=C1)O)O,3.77,0180_rtdata.tsv,Oc1ccccc1O,346,M00346
C1C(C(C(CC1(C(=O)O)O)O)O)O,1.06,0180_rtdata.tsv,O=C(O)C1(O)CC(O)C(O)C(O)C1,58,M00058
C1=CC(=C(N=C1)C(=O)O)C(=O)O,1.47,0180_rtdata.tsv,O=C(O)c1cccnc1C(=O)O,1508,M01508
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,1.06,0180_rtdata.tsv,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,353,M00353
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)[O-])C)C,8.2,0180_rtdata.tsv,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)[O-],1548,M01548
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,4.65,0180_rtdata.tsv,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,356,M00356
C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,6.25,0180_rtdata.tsv,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,358,M00358
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)[O-])[NH3+])O)O)N,1.97,0180_rtdata.tsv,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O,529,M00529
C1=CC=C(C(=C1)C(=O)N)O,5.26,0180_rtdata.tsv,NC(=O)c1ccccc1O,1549,M01549
CC1C2=CC(=C(C=C2CCN1)O)O,1.95,0180_rtdata.tsv,CC1NCCc2cc(O)c(O)cc21,1213,M01213
C(C(C(=O)O)N)SCC(=O)O,1.06,0180_rtdata.tsv,NC(CSCC(=O)O)C(=O)O,1512,M01512
C(CCCCC(=O)O)CCCC(=O)O,6.91,0180_rtdata.tsv,O=C(O)CCCCCCCCC(=O)O,1513,M01513
CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,6.22,0180_rtdata.tsv,CCCCCCSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,1515,M01515
C1C(C(C(C=C1C(=O)O)O)O)O,1.33,0180_rtdata.tsv,O=C(O)C1=CC(O)C(O)C(O)C1,364,M00364
CC=CC=CC(=O)[O-],4.51,0180_rtdata.tsv,CC=CC=CC(=O)[O-],1516,M01516
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O,1.04,0180_rtdata.tsv,OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,372,M00372
C(CCCC(=O)O)CCC(=O)O,5.34,0180_rtdata.tsv,O=C(O)CCCCCCC(=O)O,524,M00524
C(CC(=O)O)C(=O)O,1.95,0180_rtdata.tsv,O=C(O)CCC(=O)O,59,M00059
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,1.06,0180_rtdata.tsv,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,373,M00373
C(C(C(=O)[O-])O)(C(=O)[O-])O,1.08,0180_rtdata.tsv,O=C([O-])C(O)C(O)C(=O)[O-],1550,M01550
C(CS(=O)(=O)O)N,0.97,0180_rtdata.tsv,NCCS(=O)(=O)O,1043,M01043
CN1C2=C(C(=O)N(C1=O)C)NC=N2,3.88,0180_rtdata.tsv,Cn1c(=O)c2[nH]cnc2n(C)c1=O,381,M00381
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,0.99,0180_rtdata.tsv,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,1519,M01519
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)([O-])OP(=O)(O)O,1.01,0180_rtdata.tsv,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)(O)O)c2C)c(N)n1,1520,M01520
CSC1=NC=NC2=C1NC=N2,4.4,0180_rtdata.tsv,CSc1ncnc2nc[nH]c12,1521,M01521
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,3.21,0180_rtdata.tsv,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,1045,M01045
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O,1.82,0180_rtdata.tsv,Cc1cn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,1522,M01522
CC1=CNC(=O)NC1=O,2.42,0180_rtdata.tsv,Cc1c[nH]c(=O)[nH]c1=O,1046,M01046
C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,2.14,0180_rtdata.tsv,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,1523,M01523
C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,8.07,0180_rtdata.tsv,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,1524,M01524
C(C(=CC(=O)O)C(=O)O)C(=O)O,1.28,0180_rtdata.tsv,O=C(O)C=C(CC(=O)O)C(=O)O,402,M00402
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,1.03,0180_rtdata.tsv,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,173,M00173
C[N+]1=CC=CC(=C1)C(=O)[O-],1.05,0180_rtdata.tsv,C[n+]1cccc(C(=O)[O-])c1,386,M00386
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,3.93,0180_rtdata.tsv,NC(Cc1c[nH]c2ccccc12)C(=O)O,274,M00274
C1=CC(=CC=C1CC(C(=O)O)N)O,2.0,0180_rtdata.tsv,NC(Cc1ccc(O)cc1)C(=O)O,62,M00062
C1=CNC(=O)NC1=O,1.41,0180_rtdata.tsv,O=c1cc[nH]c(=O)[nH]1,69,M00069
C1=C(C(=O)NC(=O)N1)C(=O)[O-],1.8,0180_rtdata.tsv,O=C([O-])c1c[nH]c(=O)[nH]c1=O,1526,M01526
C12=C(NC(=O)N1)NC(=O)NC2=O,1.52,0180_rtdata.tsv,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,70,M00070
C(CNC(=O)N)C(=O)O,1.4,0180_rtdata.tsv,NC(=O)NCCC(=O)O,1527,M01527
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,1.88,0180_rtdata.tsv,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,393,M00393
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,1.28,0180_rtdata.tsv,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,1551,M01551
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,1.13,0180_rtdata.tsv,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1048,M01048
C1=C(NC=N1)C=CC(=O)O,1.43,0180_rtdata.tsv,O=C(O)C=Cc1cnc[nH]1,997,M00997
CC(C)C(C(=O)O)N,1.15,0180_rtdata.tsv,CC(C)C(N)C(=O)O,66,M00066
C1=NC2=C(N1)C(=O)NC(=O)N2,1.82,0180_rtdata.tsv,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,71,M00071
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O,3.01,0180_rtdata.tsv,O=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,1049,M01049
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,1.45,0180_rtdata.tsv,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,1528,M01528
C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,4.05,0180_rtdata.tsv,O=C(O)c1cc(=O)c2cccc(O)c2[nH]1,1529,M01529
C(CCNCCCN)CNCCCN,0.83,0181_rtdata.tsv,NCCCNCCCCNCCCN,371,M00371
C(CCNCCCN)CN,0.85,0181_rtdata.tsv,NCCCCNCCCN,370,M00370
C(CN)CNCCCN,0.85,0181_rtdata.tsv,NCCCNCCCN,1496,M01496
CC(=O)NCCCNCCCCNCCCN,0.88,0181_rtdata.tsv,CC(=O)NCCCNCCCCNCCCN,1552,M01552
C1=C(NC=N1)CC(CO)N,0.91,0181_rtdata.tsv,NC(CO)Cc1cnc[nH]1,1456,M01456
CN1C=NC=C1CCN,0.91,0181_rtdata.tsv,Cn1cncc1CCN,1387,M01387
C(CC(C(=O)O)N)C(CN)O,0.94,0181_rtdata.tsv,NCC(O)CCC(N)C(=O)O,1399,M01399
C(CCN)CC(C(=O)O)N,0.94,0181_rtdata.tsv,NCCCCC(N)C(=O)O,265,M00265
C(C1C(C(C(C(O1)O)N)O)O)O,0.96,0181_rtdata.tsv,NC1C(O)OC(CO)C(O)C1O,1005,M01005
CC(=O)NC1C(C(C(OC1N)CO)O)O,0.96,0181_rtdata.tsv,CC(=O)NC1C(N)OC(CO)C(O)C1O,1365,M01365
C1=C(NC=N1)CC(C(=O)O)N,0.97,0181_rtdata.tsv,NC(Cc1cnc[nH]1)C(=O)O,258,M00258
CN1C=NC=C1CC(C(=O)O)NC(=O)CCN,0.97,0181_rtdata.tsv,Cn1cncc1CC(NC(=O)CCN)C(=O)O,1061,M01061
C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O,0.97,0181_rtdata.tsv,NC1C(O)OC(COP(=O)(O)O)C(O)C1O,1001,M01001
C(CC(C(=O)O)N)CN=C(N)N,0.97,0181_rtdata.tsv,NC(N)=NCCCC(N)C(=O)O,56,M00056
C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN,0.97,0181_rtdata.tsv,NCCC(=O)NC(Cc1cnc[nH]1)C(=O)O,996,M00996
C(CC(C(=O)O)N)CC(C(=O)O)N,0.98,0181_rtdata.tsv,NC(CCCC(N)C(=O)O)C(=O)O,1105,M01105
C(C(C(=O)O)N)SSCC(C(=O)O)N,0.98,0181_rtdata.tsv,NC(CSSCC(N)C(=O)O)C(=O)O,1425,M01425
C(CP(=O)(O)O)N,0.98,0181_rtdata.tsv,NCCP(=O)(O)O,1354,M01354
CN1C=C(N=C1)CC(C(=O)O)N,0.98,0181_rtdata.tsv,Cn1cnc(CC(N)C(=O)O)c1,1359,M01359
C(CSCC(C(=O)O)N)C(C(=O)O)N,0.98,0181_rtdata.tsv,NC(CCSCC(N)C(=O)O)C(=O)O,254,M00254
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,0.98,0181_rtdata.tsv,Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1,1553,M01553
C(C(C(C(C(C(=O)O)N)O)O)O)O,0.98,0181_rtdata.tsv,NC(C(=O)O)C(O)C(O)C(O)CO,1449,M01449
C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,0.99,0181_rtdata.tsv,O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,1451,M01451
C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,0.99,0181_rtdata.tsv,O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,219,M00219
C1(C(C(C(C(C1O)O)O)O)O)O,0.99,0181_rtdata.tsv,OC1C(O)C(O)C(O)C(O)C1O,302,M00302
CC1=NC=C(C(=C1O)CN)CO,0.99,0181_rtdata.tsv,Cc1ncc(CO)c(CN)c1O,343,M00343
CS(=N)(=O)CCC(C(=O)O)N,0.99,0181_rtdata.tsv,CS(=N)(=O)CCC(N)C(=O)O,1474,M01474
C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O,0.99,0181_rtdata.tsv,O=C(O)C(O)C(O)C(O)C(O)COP(=O)(O)O,527,M00527
C(C(C(=O)O)N)S(=O)(=O)O,0.99,0181_rtdata.tsv,NC(CS(=O)(=O)O)C(=O)O,1424,M01424
C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O,0.99,0181_rtdata.tsv,O=C(CO)C(O)C(O)C(O)COP(=O)(O)O,1447,M01447
C(C1C(C(C(C(O1)O)N)O)O)OS(=O)(=O)O,0.99,0181_rtdata.tsv,NC1C(O)OC(COS(=O)(=O)O)C(O)C1O,1450,M01450
C(CC(=O)N)C(C(=O)O)N,0.99,0181_rtdata.tsv,NC(=O)CCC(N)C(=O)O,257,M00257
C(C1C(C(C(O1)O)O)O)OP(=O)(O)O,1.0,0181_rtdata.tsv,O=P(O)(O)OCC1OC(O)C(O)C1O,1442,M01442
C(C(COP(=O)(O)O)O)O,1.0,0181_rtdata.tsv,O=P(O)(O)OCC(O)CO,1453,M01453
C(CS(=O)(=O)O)N,1.0,0181_rtdata.tsv,NCCS(=O)(=O)O,1043,M01043
C1C(CNC1C(=O)O)O,1.0,0181_rtdata.tsv,O=C(O)C1CC(O)CN1,979,M00979
C(CS(=O)O)N,1.0,0181_rtdata.tsv,NCCS(=O)O,1010,M01010
C(C1C(C(C(C(O1)O)O)O)O)O,1.02,0181_rtdata.tsv,OCC1OC(O)C(O)C(O)C1O,116,M00116
CNC(CC(=O)O)C(=O)O,1.01,0181_rtdata.tsv,CNC(CC(=O)O)C(=O)O,1025,M01025
C(C(C(C(C(CO)O)O)O)O)O,1.01,0181_rtdata.tsv,OCC(O)C(O)C(O)C(O)CO,280,M00280
CC(C(C(=O)O)N)O,1.01,0181_rtdata.tsv,CC(O)C(N)C(=O)O,273,M00273
C(C(C(C(C(C(=O)O)O)O)O)O)O,1.02,0181_rtdata.tsv,O=C(O)C(O)C(O)C(O)C(O)CO,218,M00218
C(C(C(=O)O)O)OP(=O)(O)O,1.02,0181_rtdata.tsv,O=C(O)C(O)COP(=O)(O)O,1388,M01388
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,1.04,0181_rtdata.tsv,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,147,M00147
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,1.02,0181_rtdata.tsv,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,282,M00282
C1C(C(C(C(O1)(CO)O)O)O)O,1.03,0181_rtdata.tsv,OCC1(O)OCC(O)C(O)C1O,1446,M01446
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCCN)O)O,1.03,0181_rtdata.tsv,NCCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1416,M01416
CN(CC(=O)O)C(=NP(=O)(O)O)N,1.03,0181_rtdata.tsv,CN(CC(=O)O)C(N)=NP(=O)(O)O,1034,M01034
C(C(C(C(CO)O)O)O)O,1.03,0181_rtdata.tsv,OCC(O)C(O)C(O)CO,113,M00113
C(CC(C(=O)O)N)CNC(=O)N,1.03,0181_rtdata.tsv,NC(=O)NCCCC(N)C(=O)O,253,M00253
C1(C(C(OC(C1O)O)C(=O)O)O)O,1.03,0181_rtdata.tsv,O=C(O)C1OC(O)C(O)C(O)C1O,551,M00551
C(CC(=O)O)C(C(=O)O)N,1.03,0181_rtdata.tsv,NC(CCC(=O)O)C(=O)O,256,M00256
CNC(CCC(=O)O)C(=O)O,1.04,0181_rtdata.tsv,CNC(CCC(=O)O)C(=O)O,1492,M01492
C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,1.04,0181_rtdata.tsv,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,301,M00301
CN1CC(=O)N=C1N,1.04,0181_rtdata.tsv,CN1CC(=O)N=C1N,964,M00964
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,1.04,0181_rtdata.tsv,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,173,M00173
C(C(C(C(C=O)O)O)O)O,1.05,0181_rtdata.tsv,O=CC(O)C(O)C(O)CO,128,M00128
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,1.05,0181_rtdata.tsv,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,1551,M01551
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O,1.05,0181_rtdata.tsv,Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1,1535,M01535
CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,1.05,0181_rtdata.tsv,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,306,M00306
C1C(C(C(C(O1)O)O)O)O,1.08,0181_rtdata.tsv,OC1COC(O)C(O)C1O,399,M00399
C(C(C(=O)O)N=C(N)N)C(=O)O,1.06,0181_rtdata.tsv,NC(N)=NC(CC(=O)O)C(=O)O,1455,M01455
C(C(C1C(C(C(=O)O1)O)O)O)O,1.06,0181_rtdata.tsv,O=C1OC(C(O)CO)C(O)C1O,1467,M01467
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,1.08,0181_rtdata.tsv,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O,1554,M01554
C1=C(NC(=O)N=C1)N,1.06,0181_rtdata.tsv,Nc1ccnc(=O)[nH]1,423,M00423
C(C1C(C(C(C(O1)OCC2C(C(C(O2)(CO)O)O)O)O)O)O)O,1.07,0181_rtdata.tsv,OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O,1503,M01503
CC(=O)NC1C(C(C(OC1O)CO)O)O,1.09,0181_rtdata.tsv,CC(=O)NC1C(O)OC(CO)C(O)C1O,305,M00305
C1(C(=O)NC(=O)N1)NC(=O)N,1.07,0181_rtdata.tsv,NC(=O)NC1NC(=O)NC1=O,421,M00421
C1=C(NC=N1)CC(=O)O,1.08,0181_rtdata.tsv,O=C(O)Cc1cnc[nH]1,1395,M01395
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O,1.08,0181_rtdata.tsv,OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,372,M00372
CN(CC(=O)O)C(=N)N,1.08,0181_rtdata.tsv,CN(CC(=O)O)C(=N)N,1000,M01000
C(CC(C(=O)O)N)CC(=O)O,1.08,0181_rtdata.tsv,NC(CCCC(=O)O)C(=O)O,413,M00413
C(C=O)C(C(C(CO)O)O)O,1.09,0181_rtdata.tsv,O=CCC(O)C(O)C(O)CO,1367,M01367
CN(C)C(=NCCCC(C(=O)O)N)N,1.11,0181_rtdata.tsv,CN(C)C(N)=NCCCC(N)C(=O)O,993,M00993
C1C(C(C(CC1(C(=O)O)O)O)O)O,1.1,0181_rtdata.tsv,O=C(O)C1(O)CC(O)C(O)C(O)C1,58,M00058
CC1C(C(C(C(O1)O)O)O)O,1.1,0181_rtdata.tsv,CC1OC(O)C(O)C(O)C1O,355,M00355
C(C(C(=O)O)N)SCC(=O)O,1.1,0181_rtdata.tsv,NC(CSCC(=O)O)C(=O)O,1512,M01512
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,1.1,0181_rtdata.tsv,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,373,M00373
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,1.12,0181_rtdata.tsv,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,353,M00353
C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,1.12,0181_rtdata.tsv,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,1422,M01422
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N,1.13,0181_rtdata.tsv,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O,1407,M01407
C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O,1.13,0181_rtdata.tsv,Nc1ccn(C2CC(O)C(COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)n1,1536,M01536
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N,1.13,0181_rtdata.tsv,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1O,1405,M01405
C(=O)C(C1C(C(C(=O)O1)O)O)O,1.13,0181_rtdata.tsv,O=CC(O)C1OC(=O)C(O)C1O,1438,M01438
C1=CN(C(=O)N=C1N)C2C3C(C(O2)CO)OP(=O)(O3)O,1.13,0181_rtdata.tsv,Nc1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(=O)n1,1426,M01426
CC(=O)NC(CCCCN)C(=O)O,1.14,0181_rtdata.tsv,CC(=O)NC(CCCCN)C(=O)O,1489,M01489
C(C=O)C(C(CO)O)O,1.14,0181_rtdata.tsv,O=CCC(O)C(O)CO,1434,M01434
COC1C(C(C(C(O1)CO)O)O)O,1.14,0181_rtdata.tsv,COC1OC(CO)C(O)C(O)C1O,1477,M01477
C(CSSCCC(C(=O)O)N)C(C(=O)O)N,1.15,0181_rtdata.tsv,NC(CCSSCCC(N)C(=O)O)C(=O)O,1458,M01458
C(CS)C(C(=O)O)N,1.15,0181_rtdata.tsv,NC(CCS)C(=O)O,1100,M01100
