anchor_idx,positive_idx,anchor,positive,anchor_smiles,positive_smiles,type,morgan_similarity,maccs_similarity,same_scaffold,scaffold,scaffold_size,scaffold_specificity,relation_score,rank_within_type,contrastive_weight
1126,2538,M01126,M02538,CCCCCCCCCCCCCCCCCCCCCCCCCc1cc(O)cc(O)c1,CCCCCCCCCc1ccc(O)cc1,medium,0.6296296296296297,0.8,1,c1ccccc1,802,0.21161295934610674,0.6095197216796937,1,0.6095197216796937
1126,2774,M01126,M02774,CCCCCCCCCCCCCCCCCCCCCCCCCc1cc(O)cc(O)c1,CCCCCCCCc1ccc(O)cc1,medium,0.6296296296296297,0.8,1,c1ccccc1,802,0.21161295934610674,0.6095197216796937,2,0.6095197216796937
1127,1117,M01127,M01117,O=c1c(O)c(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12,O=c1c(O)c(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(O)cc(O)c12,strong,0.851063829787234,0.9787234042553191,1,O=c1cc(-c2ccccc2)oc2ccccc12,37,0.6127978022039184,0.8472388192667579,1,0.8472388192667579
1127,1299,M01127,M01299,O=c1c(O)c(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12,O=c1cc(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12,medium,0.6862745098039216,1.0,1,O=c1cc(-c2ccccc2)oc2ccccc12,37,0.6127978022039184,0.7536843762129407,1,0.7536843762129407
1127,1298,M01127,M01298,O=c1c(O)c(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12,O=c1c(O)c(-c2cc(O)c(O)c(OS(=O)(=O)O)c2)oc2cc(O)cc(O)c12,medium,0.6666666666666666,0.9583333333333334,1,O=c1cc(-c2ccccc2)oc2ccccc12,37,0.6127978022039184,0.7315030036639211,2,0.7315030036639211
1128,1134,M01128,M01134,O=C(O)c1ccc(O)c(O)c1O,O=C(O)c1cccc(O)c1O,medium,0.6956521739130435,1.0,1,c1ccccc1,802,0.21161295934610674,0.6991332482497421,1,0.6991332482497421
1130,349,M01130,M00349,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,medium,0.6585365853658537,0.9655172413793104,1,O=c1cc(-c2ccccc2)oc2ccccc12,37,0.6127978022039184,0.7284209318949276,1,0.7284209318949276
1131,162,M01131,M00162,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,medium,0.7575757575757576,0.9655172413793104,1,c1ccc(-c2ccc3ccccc3[o+]2)cc1,5,0.8555293230024756,0.8242541633406535,1,0.8242541633406535
1131,1300,M01131,M01300,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)ccc1O,medium,0.6410256410256411,0.9032258064516129,1,c1ccc(-c2ccc3ccccc3[o+]2)cc1,5,0.8555293230024756,0.7387512346786591,2,0.7387512346786591
1132,331,M01132,M00331,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(O)c1O,strong,0.9166666666666666,0.9393939393939394,1,c1ccc(-c2ccc3ccccc3[o+]2)cc1,5,0.8555293230024756,0.9131778832988562,1,0.9131778832988562
1132,1300,M01132,M01300,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)ccc1O,medium,0.75,0.96875,1,c1ccc(-c2ccc3ccccc3[o+]2)cc1,5,0.8555293230024756,0.8205168984503712,1,0.8205168984503712
1134,1128,M01134,M01128,O=C(O)c1cccc(O)c1O,O=C(O)c1ccc(O)c(O)c1O,medium,0.6956521739130435,1.0,1,c1ccccc1,802,0.21161295934610674,0.6991332482497421,1,0.6991332482497421
1134,360,M01134,M00360,O=C(O)c1cccc(O)c1O,O=C(O)c1ccccc1O,medium,0.6521739130434783,0.8636363636363636,1,c1ccccc1,802,0.21161295934610674,0.6389553826370938,2,0.6389553826370938
1136,229,M01136,M00229,Cc1ccc(C(=O)NCC(=O)O)cc1,O=C(O)CNC(=O)c1ccccc1,medium,0.6785714285714286,0.9642857142857143,1,c1ccccc1,802,0.21161295934610674,0.6799562296162017,1,0.6799562296162017
1136,1138,M01136,M01138,Cc1ccc(C(=O)NCC(=O)O)cc1,Cc1cccc(C(=O)NCC(=O)O)c1,medium,0.6363636363636364,1.0,1,c1ccccc1,802,0.21161295934610674,0.6635601257200978,2,0.6635601257200978
1138,1136,M01138,M01136,Cc1cccc(C(=O)NCC(=O)O)c1,Cc1ccc(C(=O)NCC(=O)O)cc1,medium,0.6363636363636364,1.0,1,c1ccccc1,802,0.21161295934610674,0.6635601257200978,1,0.6635601257200978
1138,229,M01138,M00229,Cc1cccc(C(=O)NCC(=O)O)c1,O=C(O)CNC(=O)c1ccccc1,medium,0.6451612903225806,0.9642857142857143,1,c1ccccc1,802,0.21161295934610674,0.659910146666893,2,0.659910146666893
1139,1115,M01139,M01115,O=C(O)Cc1ccc(O)c(O)c1,O=C(O)CCc1ccc(O)c(O)c1,medium,0.6428571428571429,0.8888888888888888,1,c1ccccc1,802,0.21161295934610674,0.639678451838424,1,0.639678451838424
1139,1112,M01139,M01112,O=C(O)Cc1ccc(O)c(O)c1,COc1cc(CC(=O)O)ccc1O,medium,0.6129032258064516,0.8148148148148148,1,c1ccccc1,802,0.21161295934610674,0.6031875830894906,2,0.6031875830894906
1140,1144,M01140,M01144,COC(=O)c1ccc(O)c(O)c1,COC(=O)c1ccc(O)c(OC)c1,medium,0.6896551724137931,0.875,1,c1ccccc1,802,0.21161295934610674,0.6642850473501918,1,0.6642850473501918
1140,21,M01140,M00021,COC(=O)c1ccc(O)c(O)c1,COC(=O)c1cc(O)c(O)c(O)c1,medium,0.6296296296296297,0.92,1,c1ccccc1,802,0.21161295934610674,0.6395197216796937,2,0.6395197216796937
1143,83,M01143,M00083,COc1cccc(O)c1C(=O)O,O=C(O)c1c(O)cccc1O,medium,0.6153846153846154,0.8695652173913043,1,c1ccccc1,802,0.21161295934610674,0.6183640174805113,1,0.6183640174805113
1144,395,M01144,M00395,COC(=O)c1ccc(O)c(OC)c1,COc1cc(C(=O)O)ccc1O,medium,0.7,0.9130434782608695,1,c1ccccc1,802,0.21161295934610674,0.6800028134671333,1,0.6800028134671333
1144,107,M01144,M00107,COC(=O)c1ccc(O)c(OC)c1,COc1cc(C(C)=O)ccc1O,medium,0.7,0.9090909090909091,1,c1ccccc1,802,0.21161295934610674,0.6790146711746432,2,0.6790146711746432
1146,31,M01146,M00031,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,strong,0.9795918367346939,1.0,0,,0,0.0,0.8377551020408163,1,0.8377551020408163
1147,199,M01147,M00199,COc1ccc(C=CC(=O)O)cc1O,COc1cc(C=CC(=O)O)ccc1O,medium,0.7647058823529411,1.0,1,c1ccccc1,802,0.21161295934610674,0.7405654733136806,1,0.7405654733136806
1147,365,M01147,M00365,COc1ccc(C=CC(=O)O)cc1O,COc1cc(C=CC(=O)O)cc(OC)c1O,medium,0.6285714285714286,0.92,1,c1ccccc1,802,0.21161295934610674,0.6388848010447731,2,0.6388848010447731
1148,126,M01148,M00126,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,medium,0.7241379310344828,0.9743589743589743,1,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,4,0.8795051323147839,0.8099982720576508,1,0.8099982720576508
1148,20,M01148,M00020,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,medium,0.6451612903225806,1.0,1,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,4,0.8795051323147839,0.769022544040766,2,0.769022544040766
1149,1150,M01149,M01150,CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1,strong,0.8923076923076924,0.9512195121951219,1,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,3,0.9088491513636503,0.9095168661379434,1,0.9095168661379434
1149,950,M01149,M00950,CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,strong,0.8260869565217391,0.9512195121951219,1,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,3,0.9088491513636503,0.8697844246663715,2,0.8697844246663715
1150,1149,M01150,M01149,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1,CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1O,strong,0.8923076923076924,0.9512195121951219,1,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,3,0.9088491513636503,0.9095168661379434,1,0.9095168661379434
1150,950,M01150,M00950,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,strong,0.8428571428571429,1.0,1,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,3,0.9088491513636503,0.8920416584188332,2,0.8920416584188332
1151,197,M01151,M00197,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1O,medium,0.625,0.8529411764705882,1,O=c1cc(-c2ccccc2)oc2ccccc12,37,0.6127978022039184,0.6801549644482349,1,0.6801549644482349
1151,276,M01151,M00276,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,medium,0.6,0.90625,1,O=c1cc(-c2ccccc2)oc2ccccc12,37,0.6127978022039184,0.6784821703305878,2,0.6784821703305878
1152,1154,M01152,M01154,COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,strong,0.8076923076923077,0.8780487804878049,1,O=C1CC(c2ccccc2)Oc2ccccc21,16,0.7185751418868361,0.8119138510203613,1,0.8119138510203613
1154,1152,M01154,M01152,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2,strong,0.8076923076923077,0.8780487804878049,1,O=C1CC(c2ccccc2)Oc2ccccc21,16,0.7185751418868361,0.8119138510203613,1,0.8119138510203613
1158,365,M01158,M00365,COc1cc(C=CC(=O)O)cc(OC)c1OC,COc1cc(C=CC(=O)O)cc(OC)c1O,medium,0.7419354838709677,0.9230769230769231,1,c1ccccc1,802,0.21161295934610674,0.7076724649937274,1,0.7076724649937274
1158,199,M01158,M00199,COc1cc(C=CC(=O)O)cc(OC)c1OC,COc1cc(C=CC(=O)O)ccc1O,medium,0.6285714285714286,0.8461538461538461,1,c1ccccc1,802,0.21161295934610674,0.6204232625832347,2,0.6204232625832347
1161,1329,M01161,M01329,COc1cc(CCC(=O)O)ccc1O,COc1ccc(CCC(=O)O)cc1O,medium,0.7647058823529411,0.9655172413793104,1,c1ccccc1,802,0.21161295934610674,0.7319447836585082,1,0.7319447836585082
1161,1112,M01161,M01112,COc1cc(CCC(=O)O)ccc1O,COc1cc(CC(=O)O)ccc1O,medium,0.7058823529411765,0.8928571428571429,1,c1ccccc1,802,0.21161295934610674,0.6784856413809076,2,0.6784856413809076
1162,1164,M01162,M01164,CC1=C2C(=O)C=C(COC(=O)C(=O)O)C2C2OC(=O)C(C)C2C(O)C1,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(O)C1,medium,0.7037037037037037,0.9,1,O=C1CC2CCC=C3C(=O)C=CC3C2O1,4,0.8795051323147839,0.7791479920694399,1,0.7791479920694399
1162,1169,M01162,M01169,CC1=C2C(=O)C=C(COC(=O)C(=O)O)C2C2OC(=O)C(C)C2C(O)C1,CC1=C2C(=O)C=C(COC(=O)C(=O)O)C2C2OC(=O)C(C)C2CC1,medium,0.6779661016949152,0.8333333333333334,1,O=C1CC2CCC=C3C(=O)C=CC3C2O1,4,0.8795051323147839,0.7470387641975,2,0.7470387641975
1163,1165,M01163,M01165,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(O)C12,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12,medium,0.7090909090909091,0.8974358974358975,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7817392896607375,1,0.7817392896607375
1163,1167,M01163,M01167,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(O)C12,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(COC(=O)C(=O)O)C12,medium,0.6833333333333333,0.8292682926829268,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7492428430179493,2,0.7492428430179493
1164,1162,M01164,M01162,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(O)C1,CC1=C2C(=O)C=C(COC(=O)C(=O)O)C2C2OC(=O)C(C)C2C(O)C1,medium,0.7037037037037037,0.9,1,O=C1CC2CCC=C3C(=O)C=CC3C2O1,4,0.8795051323147839,0.7791479920694399,1,0.7791479920694399
1164,1168,M01164,M01168,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(O)C1,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2CC1,medium,0.6274509803921569,0.825,1,O=C1CC2CCC=C3C(=O)C=CC3C2O1,4,0.8795051323147839,0.7146463580825118,2,0.7146463580825118
1165,1163,M01165,M01163,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(O)C12,medium,0.7090909090909091,0.8974358974358975,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7817392896607375,1,0.7817392896607375
1165,1170,M01165,M01170,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(CO)C12,medium,0.6346153846153846,0.8205128205128205,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7178232057446534,2,0.7178232057446534
1166,54,M01166,M00054,CCCOC(=O)c1cc(O)c(O)c(O)c1,CCOC(=O)c1cc(O)c(O)c(O)c1,medium,0.7241379310344828,0.875,1,c1ccccc1,802,0.21161295934610674,0.6849747025226056,1,0.6849747025226056
1167,1170,M01167,M01170,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(COC(=O)C(=O)O)C12,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(CO)C12,medium,0.7037037037037037,0.8947368421052632,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7778322025957556,1,0.7778322025957556
1167,1163,M01167,M01163,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(COC(=O)C(=O)O)C12,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(O)C12,medium,0.6833333333333333,0.8292682926829268,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7492428430179493,2,0.7492428430179493
1168,1169,M01168,M01169,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2CC1,CC1=C2C(=O)C=C(COC(=O)C(=O)O)C2C2OC(=O)C(C)C2CC1,medium,0.6981132075471698,0.8974358974358975,1,O=C1CC2CCC=C3C(=O)C=CC3C2O1,4,0.8795051323147839,0.7751526687344938,1,0.7751526687344938
1168,1164,M01168,M01164,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2CC1,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(O)C1,medium,0.6274509803921569,0.825,1,O=C1CC2CCC=C3C(=O)C=CC3C2O1,4,0.8795051323147839,0.7146463580825118,2,0.7146463580825118
1169,1168,M01169,M01168,CC1=C2C(=O)C=C(COC(=O)C(=O)O)C2C2OC(=O)C(C)C2CC1,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2CC1,medium,0.6981132075471698,0.8974358974358975,1,O=C1CC2CCC=C3C(=O)C=CC3C2O1,4,0.8795051323147839,0.7751526687344938,1,0.7751526687344938
1169,1162,M01169,M01162,CC1=C2C(=O)C=C(COC(=O)C(=O)O)C2C2OC(=O)C(C)C2CC1,CC1=C2C(=O)C=C(COC(=O)C(=O)O)C2C2OC(=O)C(C)C2C(O)C1,medium,0.6779661016949152,0.8333333333333334,1,O=C1CC2CCC=C3C(=O)C=CC3C2O1,4,0.8795051323147839,0.7470387641975,2,0.7470387641975
1170,1167,M01170,M01167,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(CO)C12,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(COC(=O)C(=O)O)C12,medium,0.7037037037037037,0.8947368421052632,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7778322025957556,1,0.7778322025957556
1170,1165,M01170,M01165,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(CO)C12,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12,medium,0.6346153846153846,0.8205128205128205,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCCC12,4,0.8795051323147839,0.7178232057446534,2,0.7178232057446534
1171,1173,M01171,M01173,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,strong,0.8059701492537313,0.9285714285714286,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCC(OC(=O)Cc3ccccc3)C12,2,0.9466801716388252,0.8577269724409197,1,0.8577269724409197
1173,1171,M01173,M01171,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,C=C1C(=O)OC2C3C(COC(=O)C(=O)O)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12,strong,0.8059701492537313,0.9285714285714286,1,C=C1C(=O)OC2C3C=CC(=O)C3=CCC(OC(=O)Cc3ccccc3)C12,2,0.9466801716388252,0.8577269724409197,1,0.8577269724409197
1174,1838,M01174,M01838,O=C(O)c1ccc(OS(=O)(=O)O)cc1,O=S(=O)(O)Oc1ccccc1,medium,0.6153846153846154,0.9142857142857143,1,c1ccccc1,802,0.21161295934610674,0.6295441417041138,1,0.6295441417041138
1175,1346,M01175,M01346,O=C(O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,medium,0.7368421052631579,0.9285714285714286,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7760717709231489,1,0.7760717709231489
1175,1314,M01175,M01314,O=C(O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,O=C(O)C=Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,medium,0.6666666666666666,0.9642857142857143,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7428950791938256,2,0.7428950791938256
1176,1186,M01176,M01186,O=C(O)c1ccc(O)c(OS(=O)(=O)O)c1,O=C(O)c1ccc(OS(=O)(=O)O)c(O)c1,medium,0.75,1.0,1,c1ccccc1,802,0.21161295934610674,0.7317419439019159,1,0.7317419439019159
1176,1179,M01176,M01179,O=C(O)c1ccc(O)c(OS(=O)(=O)O)c1,COc1cc(C(=O)O)ccc1OS(=O)(=O)O,medium,0.6571428571428571,0.95,1,c1ccccc1,802,0.21161295934610674,0.6635276581876303,2,0.6635276581876303
1177,1187,M01177,M01187,O=C(O)c1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,O=C(O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,strong,0.8095238095238095,1.0,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.8375379363366828,1,0.8375379363366828
1177,1188,M01177,M01188,O=C(O)c1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,COc1ccc(C(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O,medium,0.7333333333333333,0.9333333333333333,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7751569839557304,1,0.7751569839557304
1177,1316,M01177,M01316,O=C(O)c1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,O=C(O)C1OC(Oc2ccccc2O)C(O)C(O)C1O,medium,0.6744186046511628,0.9642857142857143,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7475462419845232,2,0.7475462419845232
1178,1188,M01178,M01188,COc1cc(C(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1C,COc1ccc(C(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O,medium,0.7446808510638298,0.967741935483871,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7905676451316627,1,0.7905676451316627
1178,1177,M01178,M01177,COc1cc(C(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1C,O=C(O)c1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,medium,0.6,0.9032258064516129,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.6876301022353003,2,0.6876301022353003
1179,1189,M01179,M01189,COc1cc(C(=O)O)ccc1OS(=O)(=O)O,COc1ccc(C(=O)O)cc1OS(=O)(=O)O,strong,0.875,1.0,1,c1ccccc1,802,0.21161295934610674,0.806741943901916,1,0.806741943901916
1179,1176,M01179,M01176,COc1cc(C(=O)O)ccc1OS(=O)(=O)O,O=C(O)c1ccc(O)c(OS(=O)(=O)O)c1,medium,0.6571428571428571,0.95,1,c1ccccc1,802,0.21161295934610674,0.6635276581876303,1,0.6635276581876303
1179,1186,M01179,M01186,COc1cc(C(=O)O)ccc1OS(=O)(=O)O,O=C(O)c1ccc(OS(=O)(=O)O)c(O)c1,medium,0.6571428571428571,0.95,1,c1ccccc1,802,0.21161295934610674,0.6635276581876303,2,0.6635276581876303
1181,1190,M01181,M01190,COc1cc(C=CC(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O,COc1ccc(C=CC(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O,strong,0.9130434782608695,1.0,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.8996497375789188,1,0.8996497375789188
1181,1184,M01181,M01184,COc1cc(C=CC(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O,O=C(O)C=Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,medium,0.7551020408163265,0.9354838709677419,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7887558428541284,1,0.7887558428541284
1181,1320,M01181,M01320,COc1cc(C=CC(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O,O=C(O)C=Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,medium,0.7551020408163265,0.9354838709677419,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7887558428541284,2,0.7887558428541284
1182,1193,M01182,M01193,COc1ccc(C=CC(=O)O)cc1OS(=O)(=O)O,COc1cc(C=CC(=O)O)ccc1OS(=O)(=O)O,strong,0.8918918918918919,1.0,1,c1ccccc1,802,0.21161295934610674,0.8168770790370511,1,0.8168770790370511
1182,1318,M01182,M01318,COc1ccc(C=CC(=O)O)cc1OS(=O)(=O)O,O=C(O)C=Cc1ccc(O)c(OS(=O)(=O)O)c1,medium,0.7,0.9512195121951219,1,c1ccccc1,802,0.21161295934610674,0.6895468219506964,1,0.6895468219506964
1182,1322,M01182,M01322,COc1ccc(C=CC(=O)O)cc1OS(=O)(=O)O,O=C(O)C=Cc1ccc(OS(=O)(=O)O)c(O)c1,medium,0.7,0.9512195121951219,1,c1ccccc1,802,0.21161295934610674,0.6895468219506964,2,0.6895468219506964
1183,1323,M01183,M01323,COc1ccc(CCC(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O,COc1cc(CCC(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O,strong,0.9148936170212766,1.0,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.900759820835163,1,0.900759820835163
1183,1191,M01183,M01191,COc1ccc(CCC(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O,O=C(O)CCc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,medium,0.76,0.9444444444444444,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7939347617335082,1,0.7939347617335082
1183,1188,M01183,M01188,COc1ccc(CCC(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O,COc1ccc(C(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O,medium,0.6666666666666666,0.8333333333333334,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7101569839557303,2,0.7101569839557303
1184,1320,M01184,M01320,O=C(O)C=Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,O=C(O)C=Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,strong,0.8260869565217391,1.0,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.8474758245354406,1,0.8474758245354406
1184,1181,M01184,M01181,O=C(O)C=Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,COc1cc(C=CC(=O)O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O,medium,0.7551020408163265,0.9354838709677419,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7887558428541284,1,0.7887558428541284
