anchor_idx,positive_idx,anchor,positive,anchor_smiles,positive_smiles,type,morgan_similarity,maccs_similarity,same_scaffold,scaffold,scaffold_size,scaffold_specificity,relation_score,rank_within_type,contrastive_weight,pair_min,pair_max
3177,3178,M03177,M03178,C=C1C(O)CC2C(C)(CO)CCCC2(C)C1CC1C(C)=CCC2C(=O)C(OC)=CC(=O)C21c1cc(=O)c2c(O)cc(O)cc2o1,C=C1C(O)CC2C(C)(C(=O)O)CCCC2(C)C1CC1C(C)=CCC2C(=O)C(OC)=CC(=O)C21c1cc(=O)c2c(O)cc(O)cc2o1,strong,0.8539325842696629,0.9272727272727272,1,C=C1CCC2CCCCC2C1CC1C=CCC2C(=O)C=CC(=O)C12c1cc(=O)c2ccccc2o1,4,0.8795051323147839,0.8761035022271971,2,0.8761035022271971,3177,3178
1244,210,M01244,M00210,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,COc1ccc(-c2coc3cc(OC)cc(O)c3c2=O)cc1,strong,0.875,0.9032258064516129,1,O=c1c(-c2ccccc2)coc2ccccc12,6,0.8352580650673657,0.8760951613730081,1,0.8760951613730081,210,1244
2966,3031,M02966,M03031,CCN1CC2(COC(=O)c3ccccc3NC(=O)CCC(=O)O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,CCN1CC2(COC(=O)c3ccccc3NC(=O)C(C)CC(=O)O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,strong,0.8279569892473119,0.971830985915493,1,O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1,3,0.9088491513636503,0.8760593127318079,1,0.8760593127318079,2966,3031
3048,3044,M03048,M03044,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,strong,0.8260869565217391,0.9523809523809523,1,O=C1C=CC2C(=CCC3C4CCCC4CC(=O)C23)C1,2,0.9466801716388252,0.8757494377541053,1,0.8757494377541053,3044,3048
563,569,M00563,M00569,COc1cc(O)c(O)cc1C=CC(=O)OCC1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2C2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,COc1cc(C=CC(=O)OCC2OC(Oc3cc4oc(-c5ccc(O)cc5)cc(=O)c4c(O)c3C3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O,strong,0.8275862068965517,1.0,1,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2cc3oc(-c4ccccc4)cc(=O)c3cc2C2CCCCO2)O1,5,0.8555293230024756,0.8748811225883024,2,0.8748811225883024,563,569
3107,3108,M03107,M03108,C=C1C(O)CC2C(C)(C)CC(O)CC2(C)C1CC1C(C)=CCC2C(=O)C(OC)=CC(=O)C21c1cc(=O)c2c(O)cc(O)cc2o1,C=C1C(O)CC2C(C)(C)CCCC2(C)C1CC1C(C)=CCC2C(=O)C(OC)=CC(=O)C21c1cc(=O)c2c(O)cc(O)cc2o1,strong,0.8372093023255814,0.9607843137254902,1,C=C1CCC2CCCCC2C1CC1C=CCC2C(=O)C=CC(=O)C12c1cc(=O)c2ccccc2o1,4,0.8795051323147839,0.8744474296739391,1,0.8744474296739391,3107,3108
3069,3049,M03069,M03049,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,CC(C)=CCc1c2c(c(O)c3c1OC14C(=CC5CC1C(C)(C)OC4(CC=C(C)C(=O)O)C5=O)C3=O)C=CC(C)(C)O2,strong,0.8375,0.94,1,O=C1C2=CC3CC4COC(C3=O)C24Oc2cc3c(cc21)C=CCO3,3,0.9088491513636503,0.8738273727045475,1,0.8738273727045475,3049,3069
3096,3035,M03096,M03035,C=C(C(=O)C(O)C(C)C1C(OC(C)=O)CC2(C)C3CCC4C(C)C(=O)C=CC45CC35CCC12C)C(C)C,C=C(C(=O)C(OC(C)=O)C(C)C1C(OC(C)=O)CC2(C)C3CCC4C(C)C(=O)C=CC45CC35CCC12C)C(C)C,strong,0.8356164383561644,0.975609756097561,1,O=C1C=CC23CC24CCC2CCCC2C4CCC3C1,5,0.8555293230024756,0.8736017004884602,1,0.8736017004884602,3035,3096
84,1613,M00084,M01613,Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,strong,0.8620689655172413,0.9863013698630136,1,O=c1[nH]cnc2c1ncn2C1CCCO1,16,0.7185751418868361,0.8716029930591236,1,0.8716029930591236,84,1613
3927,4055,M03927,M04055,COC(C)C(O)(C(=O)OCC1=CC[N+]2([O-])CCC(O)C12)C(C)C,CC(C)C(O)(C(=O)OCC1=CC[N+]2([O-])CCC(O)C12)C(C)O,strong,0.8113207547169812,0.9692307692307692,1,C1=CC2CCC[NH+]2C1,2,0.9466801716388252,0.8711021708837048,1,0.8711021708837048,3927,4055
1008,1577,M01008,M01577,Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,strong,0.8596491228070176,0.9859154929577465,1,O=c1[nH]cnc2c1ncn2C1CCCO1,16,0.7185751418868361,0.8700546182066725,1,0.8700546182066725,1008,1577
357,1253,M00357,M01253,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,strong,0.8260869565217391,0.9285714285714286,1,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,2,0.9466801716388252,0.8697970568017244,1,0.8697970568017244,357,1253
950,1149,M00950,M01149,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1O,strong,0.8260869565217391,0.9512195121951219,1,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,3,0.9088491513636503,0.8697844246663715,2,0.8697844246663715,950,1149
328,948,M00328,M00948,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O,strong,0.8421052631578947,0.9761904761904762,1,c1ccc(-c2[o+]c3ccccc3cc2OC2CCCCO2)cc1,8,0.802209494641301,0.869642201138551,1,0.869642201138551,328,948
327,165,M00327,M00165,COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O,OCC1OC(Oc2cc3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O,strong,0.8245614035087719,0.9523809523809523,1,c1ccc(-c2[o+]c3cccc(OC4CCCCO4)c3cc2OC2CCCCO2)cc1,3,0.9088491513636503,0.8691594529050488,1,0.8691594529050488,165,327
1209,1268,M01209,M01268,O=C(O)C1OC(Oc2ccc3c(c2)oc(=O)c2ccccc23)C(O)C(O)C1O,O=C(O)C1OC(Oc2ccc3c(c2)oc(=O)c2cc(O)ccc23)C(O)C(O)C1O,strong,0.803921568627451,1.0,1,O=c1oc2cc(OC3CCCCO3)ccc2c2ccccc12,3,0.9088491513636503,0.8686803138810182,1,0.8686803138810182,1209,1268
1209,1270,M01209,M01270,O=C(O)C1OC(Oc2ccc3c(c2)oc(=O)c2ccccc23)C(O)C(O)C1O,O=C(O)C1OC(Oc2ccc3c(c2)oc(=O)c2ccc(O)cc23)C(O)C(O)C1O,strong,0.803921568627451,1.0,1,O=c1oc2cc(OC3CCCCO3)ccc2c2ccccc12,3,0.9088491513636503,0.8686803138810182,2,0.8686803138810182,1209,1270
1511,1723,M01511,M01723,C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,strong,0.8666666666666667,1.0,1,c1ncc2ncn(C3CCCO3)c2n1,26,0.6577388176437765,0.8686608226465665,1,0.8686608226465665,1511,1723
377,15,M00377,M00015,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,strong,0.8524590163934426,0.9761904761904762,1,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,12,0.7538526280001345,0.8686009230837048,1,0.8686009230837048,15,377
3907,3592,M03907,M03592,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(C)=O)ccc3OCC)nc12,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(=O)CCl)ccc3OCC)nc12,strong,0.819672131147541,0.9384615384615385,1,O=c1[nH]c(-c2ccccc2)nc2cn[nH]c12,2,0.9466801716388252,0.8684206890497329,1,0.8684206890497329,3592,3907
3847,3852,M03847,M03852,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,strong,0.8478260869565217,0.9024390243902439,1,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1,4,0.8795051323147839,0.8662311781186915,1,0.8662311781186915,3847,3852
1629,313,M01629,M00313,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,O=C(O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,strong,0.8235294117647058,0.9193548387096774,1,c1cc[n+](C2CCCO2)cc1,2,0.9466801716388252,0.8659583824820666,1,0.8659583824820666,313,1629
1845,1680,M01845,M01680,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CCC12C,medium,0.7894736842105263,1.0,1,O=C1CC2CCCCC2C2CCC3CCCC3C12,2,0.9466801716388252,0.8656862362721395,1,0.8656862362721395,1680,1845
2491,2465,M02491,M02465,O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1,O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1,medium,0.7894736842105263,1.0,1,c1ccc(-c2nc3ccccc3[nH]2)cc1,2,0.9466801716388252,0.8656862362721395,1,0.8656862362721395,2465,2491
4054,3926,M04054,M03926,CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,strong,0.803921568627451,0.9642857142857143,1,C1=CC2CCCN2C1,2,0.9466801716388252,0.8654263954937229,1,0.8654263954937229,3926,4054
583,566,M00583,M00566,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(O)c12,COc1cc(-c2cc(=O)c3c(O)c(C4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)c(O)cc3o2)ccc1O,strong,0.8082191780821918,0.9534883720930233,1,O=c1cc(-c2ccccc2)oc2ccc(C3OCCCC3OC3CCCCO3)cc12,2,0.9466801716388252,0.8653056256183946,1,0.8653056256183946,566,583
3035,3074,M03035,M03074,C=C(C(=O)C(OC(C)=O)C(C)C1C(OC(C)=O)CC2(C)C3CCC4C(C)C(=O)C=CC45CC35CCC12C)C(C)C,C=C(C(=O)C(OC(C)=O)C(C)C1C(OC(C)=O)CC2(C)C3CCC4C(C)C(=O)C=CC45CC35CCC12C)C(C)CO,strong,0.8666666666666667,0.8666666666666667,1,O=C1C=CC23CC24CCC2CCCC2C4CCC3C1,5,0.8555293230024756,0.8649960651170381,2,0.8649960651170381,3035,3074
807,4581,M00807,M04581,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,strong,0.8596491228070176,0.9607843137254902,1,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,15,0.7265474540909509,0.8649676702292257,1,0.8649676702292257,807,4581
4373,4371,M04373,M04371,CCC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,strong,0.8363636363636363,0.9705882352941176,1,O=C1C=CC(OC(=O)C2CC2)C1,8,0.802209494641301,0.8647966648379063,1,0.8647966648379063,4371,4373
3936,4452,M03936,M04452,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nc12,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCNCC4)ccc3OCC)nc12,strong,0.8382352941176471,0.9333333333333333,1,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12,5,0.8555293230024756,0.8646039082542929,3,0.8646039082542929,3936,4452
19,16,M00019,M00016,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O,strong,0.8235294117647058,0.9512195121951219,1,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,4,0.8795051323147839,0.8638482949548216,2,0.8638482949548216,16,19
4450,4444,M04450,M04444,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)ccc3OCC)nc12,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,strong,0.8405797101449275,0.9239130434782609,1,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12,5,0.8555293230024756,0.863655485406893,2,0.863655485406893,4444,4450
1520,1519,M01520,M01519,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)(O)O)c2C)c(N)n1,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,strong,0.8214285714285714,0.9552238805970149,1,c1ncc(C[n+]2ccsc2)cn1,4,0.8795051323147839,0.8635888828536141,1,0.8635888828536141,1519,1520
4075,4077,M04075,M04077,CCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,CCCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,strong,0.813953488372093,0.9555555555555556,1,O=C(CN1CCCC1)c1ccc2c(c1)OCO2,3,0.9088491513636503,0.8635883546166923,1,0.8635883546166923,4075,4077
3096,3053,M03096,M03053,C=C(C(=O)C(O)C(C)C1C(OC(C)=O)CC2(C)C3CCC4C(C)C(=O)C=CC45CC35CCC12C)C(C)C,C=C(C(=O)C(O)C(C)C1C(OC(C)=O)CC2(C)C3CCC4C(C)C(=O)C=CC45CC35CCC12C)C(C)CO,strong,0.863013698630137,0.8695652173913043,1,O=C1C=CC23CC24CCC2CCCC2C4CCC3C1,5,0.8555293230024756,0.8635289219762796,2,0.8635289219762796,3053,3096
1204,1324,M01204,M01324,O=C1CCC(Cc2ccc(O)c(OS(=O)(=O)O)c2)O1,O=C1CCC(Cc2ccc(OS(=O)(=O)O)c(O)c2)O1,strong,0.8222222222222222,0.9795918367346939,1,O=C1CCC(Cc2ccccc2)O1,6,0.8352580650673657,0.8635200022771116,1,0.8635200022771116,1204,1324
3156,3163,M03156,M03163,COC(=O)CC(C1=C2OC(O)=C(C(=O)CC(C)C)C(=O)C2(CC=C(C)C)CC(CC=C(C)C)C1(C)C)c1ccccc1,CC(C)=CCC1CC2(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C(O)OC2=C(C(CC(=O)O)c2ccccc2)C1(C)C,strong,0.855072463768116,0.9111111111111111,1,O=C1C=COC2=C(Cc3ccccc3)CCCC12,7,0.8176983027273006,0.8634760014477424,1,0.8634760014477424,3156,3163
4369,3367,M04369,M03367,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,strong,0.8214285714285714,1.0,1,O=C1C=CC(OC(=O)C2CC2)C1,8,0.802209494641301,0.863188567053338,1,0.863188567053338,3367,4369
4809,4810,M04809,M04810,CCCCCC(CCC)c1ccc(S(=O)(=O)O)cc1,CCCCCCC(CCC)c1ccc(S(=O)(=O)O)cc1,strong,0.96875,1.0,1,c1ccccc1,802,0.21161295934610674,0.8629919439019159,1,0.8629919439019159,4809,4810
3989,3987,M03989,M03987,CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,CCCCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,strong,0.9047619047619048,0.9166666666666666,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.8629316974846697,3,0.8629316974846697,3987,3989
3989,3986,M03989,M03986,CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,CCCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,strong,0.9047619047619048,0.9166666666666666,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.8629316974846697,2,0.8629316974846697,3986,3989
1614,84,M01614,M00084,Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,strong,0.847457627118644,0.9863013698630136,1,O=c1[nH]cnc2c1ncn2C1CCCO1,16,0.7185751418868361,0.8628361900199653,2,0.8628361900199653,84,1614
3163,3165,M03163,M03165,CC(C)=CCC1CC2(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C(O)OC2=C(C(CC(=O)O)c2ccccc2)C1(C)C,CC(C)=CCC1CC2(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C(O)OC2=C(C(CC(=O)O)c2ccccc2)C1(C)C,strong,0.835820895522388,0.9534883720930233,1,O=C1C=COC2=C(Cc3ccccc3)CCCC12,7,0.8176983027273006,0.8625193757457836,2,0.8625193757457836,3163,3165
4811,4812,M04811,M04812,CCCCCCC(CCCC)c1ccc(S(=O)(=O)O)cc1,CCCCCCC(CCCCC)c1ccc(S(=O)(=O)O)cc1,strong,0.967741935483871,1.0,1,c1ccccc1,802,0.21161295934610674,0.8623871051922386,1,0.8623871051922386,4811,4812
4811,4814,M04811,M04814,CCCCCCC(CCCC)c1ccc(S(=O)(=O)O)cc1,CCCCCCCCC(CCCCC)c1ccc(S(=O)(=O)O)cc1,strong,0.967741935483871,1.0,1,c1ccccc1,802,0.21161295934610674,0.8623871051922386,3,0.8623871051922386,4811,4814
4811,4813,M04811,M04813,CCCCCCC(CCCC)c1ccc(S(=O)(=O)O)cc1,CCCCCCCC(CCCCC)c1ccc(S(=O)(=O)O)cc1,strong,0.967741935483871,1.0,1,c1ccccc1,802,0.21161295934610674,0.8623871051922386,2,0.8623871051922386,4811,4813
3357,2851,M03357,M02851,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,strong,0.8260869565217391,1.0,1,c1ccc2[nH]cnc2c1,10,0.7758207207981391,0.8620252820327644,1,0.8620252820327644,2851,3357
2096,2099,M02096,M02099,CCCC[n+]1cccc(S(=O)(=O)[O-])c1,CCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,strong,0.8787878787878788,0.9411764705882353,1,c1cc[nH+]cc1,25,0.6627017793637848,0.8619721118243537,3,0.8619721118243537,2096,2099
2096,2098,M02096,M02098,CCCC[n+]1cccc(S(=O)(=O)[O-])c1,CCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,strong,0.8787878787878788,0.9411764705882353,1,c1cc[nH+]cc1,25,0.6627017793637848,0.8619721118243537,2,0.8619721118243537,2096,2098
1896,1520,M01896,M01520,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(N)n1,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)(O)O)c2C)c(N)n1,strong,0.8245614035087719,0.9402985074626866,1,c1ncc(C[n+]2ccsc2)cn1,4,0.8795051323147839,0.8617372388181523,2,0.8617372388181523,1520,1896
2829,2721,M02829,M02721,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccc(C)cc2)cc1,strong,0.8260869565217391,0.9615384615384616,1,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,6,0.8352580650673657,0.8613254990577637,1,0.8613254990577637,2721,2829
1432,1645,M01432,M01645,Nc1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)n1,Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,strong,0.8431372549019608,0.9855072463768116,1,O=c1ncccn1C1CCCO1,15,0.7265474540909509,0.861241282649022,1,0.861241282649022,1432,1645
1618,1008,M01618,M01008,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,strong,0.8448275862068966,0.9859154929577465,1,O=c1[nH]cnc2c1ncn2C1CCCO1,16,0.7185751418868361,0.8611616962466,2,0.8611616962466,1008,1618
572,568,M00572,M00568,COc1cc(C=CC(=O)OCC2OC(Oc3cc4oc(-c5ccc(O)c(O)c5)cc(=O)c4c(O)c3C3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O,COc1cc(C=CC(=O)OCC2OC(Oc3cc4oc(-c5ccc(O)cc5)cc(=O)c4c(O)c3C3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)cc(OC)c1O,strong,0.813953488372093,0.9777777777777777,1,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2cc3oc(-c4ccccc4)cc(=O)c3cc2C2CCCCO2)O1,5,0.8555293230024756,0.8611459359180715,3,0.8611459359180715,568,572
2294,781,M02294,M00781,Cc1cccc(C(=O)O)c1N(Cn1cccn1)C(=O)C(=O)O,Cc1cccc(C)c1N(Cn1cccn1)C(=O)C(=O)O,strong,0.8372093023255814,0.9433962264150944,1,c1ccc(NCn2cccn2)cc1,7,0.8176983027273006,0.8608293834082176,1,0.8608293834082176,781,2294
4451,4453,M04451,M04453,CCCc1nn(C)c2c(=S)nc(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)ccc3OCC)[nH]c12,CCCc1nn(C)c2c(=S)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,strong,0.8405797101449275,0.9120879120879121,1,O=S(=O)(c1cccc(-c2nc(=S)c3[nH]ncc3[nH]2)c1)N1CCNCC1,5,0.8555293230024756,0.8606992025593059,2,0.8606992025593059,4451,4453
3993,3983,M03993,M03983,CC(O)CCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,CC(O)CCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,strong,0.8863636363636364,0.95,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.860226069779042,1,0.860226069779042,3983,3993
3650,1702,M03650,M01702,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,strong,0.8372093023255814,0.8857142857142857,1,O=c1oc2ccccc2cc1Cc1ccccc1,3,0.9088491513636503,0.8600815255284678,1,0.8600815255284678,1702,3650
73,26,M00073,M00026,COc1cc(-c2oc3cc(=O)cc4oc(C(=O)O)cc(c2OC2OC(CO)C(O)C(O)C2O)c43)cc(OC)c1O,COc1cc(-c2oc3cc(=O)cc4oc(O)cc(c2OC2OC(CO)C(O)C(O)C2O)c43)cc(OC)c1O,strong,0.8125,0.9767441860465116,1,O=c1cc2occc3c(OC4CCCCO4)c(-c4ccccc4)oc(c1)c23,5,0.8555293230024756,0.8600154449619992,1,0.8600154449619992,26,73
4729,4722,M04729,M04722,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,N#CC(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,medium,0.78,1.0,1,O=c1cnn(-c2ccc(Cc3ccccc3)cc2)c(=O)[nH]1,2,0.9466801716388252,0.8600020257458237,1,0.8600020257458237,4722,4729
669,2548,M00669,M02548,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,strong,0.8113207547169812,0.9245283018867925,1,O=C(c1ccccc1)n1ccc2ccccc21,2,0.9466801716388252,0.8599265540477106,1,0.8599265540477106,669,2548
303,3111,M00303,M03111,CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1O,strong,0.8518518518518519,0.9428571428571428,1,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,12,0.7538526280001345,0.859903291025417,1,0.859903291025417,303,3111
5,7,M00005,M00007,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)c(O)c3)c2)C(O)C(O)C1O,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,strong,0.8085106382978723,0.9714285714285714,1,C(=Cc1cccc(OC2CCCCO2)c1)c1ccccc1,4,0.8795051323147839,0.8598892956830838,1,0.8598892956830838,5,7
1535,1637,M01535,M01637,Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)n1,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,strong,0.84,0.9852941176470589,1,O=c1ncccn1C1CCCO1,15,0.7265474540909509,0.8593056475254074,2,0.8593056475254074,1535,1637
163,180,M00163,M00180,OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O,OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,strong,0.8148148148148148,1.0,1,c1ccc(-c2[o+]c3ccccc3cc2OC2CCCCO2)cc1,8,0.802209494641301,0.859220313085084,2,0.859220313085084,163,180
